review_text,label,source
Phù hợp v bạn từ 45-48kg thôi.,0,tiki_sentiment
Chất liệu okii.,1,tiki_sentiment
86725992074,1,dduongdev_shopee_raw
70621796928,1,dduongdev_shopee_raw
14756430051,1,dduongdev_shopee_raw
Đóng gói cẩn thận và còn được tặng kèm một đôi tất nưaz.,1,tiki_sentiment
Sp tốt lắm nheg shop ^^.,1,tiki_sentiment
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.Gà hơi cay và mặn lần sau ngon mới lấy tiếp ạ.,1,tiki_sentiment
Hơi chủ quan và thất vọng quá!,0,tiki_sentiment
14971344641,0,dduongdev_shopee_raw
Áo khác với hình.,0,tiki_sentiment
79366377827,0,dduongdev_shopee_raw
Hàng chuẩn vnxk.,1,tiki_sentiment
Mình may mắn nhận được loa nghe ok max âm lượng ko rè.,1,tiki_sentiment
Shop bán hàng tốt.,1,tiki_sentiment
37603553090,0,dduongdev_shopee_raw
Áo thun phông cổ tròn vải dày.,1,tiki_sentiment
Giày đẹp giao nhanh như tên lửa luôn.,1,tiki_sentiment
Chất lượng sản phẩm tuyệt Thời gian giao hàng rất nhanh Rất đáng tiền.,1,tiki_sentiment
73950076520,1,dduongdev_shopee_raw
Lần thứ 4 mua hàng từ shop và rất ưng ý =).,1,tiki_sentiment
Điều tối kị nhất là rách.,0,tiki_sentiment
"Chất lượng sản phẩm tạm được màu sắc ko như hình giới thiệu sp, Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền Rất không đáng tiền Rất không đáng tiền Rất không đáng tiền Rất không đáng tiền Rất không đáng tiền Rất không đáng tiền Rất không đáng tiền.",0,tiki_sentiment
"Áo đẹp, vải đẹp lắm.",1,tiki_sentiment
"chất lượng sản phẩm tốt, hợp giá tiền.",1,tiki_sentiment
"Shop đóng gói cẩn thận, sổ lại đẹp nữa.",1,tiki_sentiment
Rất thích ạh.,1,tiki_sentiment
"váy đẹp, chất mặc dễ chịu.",1,tiki_sentiment
15715787478,0,dduongdev_shopee_raw
"Nhanh,chuẩn!",1,tiki_sentiment
Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn nhưng không có hộp đựng.,1,tiki_sentiment
Bề ngang áo chật.,0,tiki_sentiment
17196092074,0,dduongdev_shopee_raw
33187713356,0,dduongdev_shopee_raw
Hơn hẳn những sim ghép mình từng sử dụng.,1,tiki_sentiment
Mặc vào rất thoải mái.,1,tiki_sentiment
Đáng đồng tiền Thời gian giao hàng nhanh Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn mãi ủng hộ shop.,1,tiki_sentiment
85548423840,0,dduongdev_shopee_raw
Ủng hộ shop.,1,tiki_sentiment
Màu k dc đẹp như hình.,1,tiki_sentiment
16685357796,0,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời áo rất đẹp Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,1,tiki_sentiment
43546814440,0,dduongdev_shopee_raw
82925803134,1,dduongdev_shopee_raw
"Túi đẹp, chắc chắn.",1,tiki_sentiment
Sản phẩm mk rất ưng ý.,1,tiki_sentiment
hai long san pham.,1,tiki_sentiment
Thanks shop nhen!,1,tiki_sentiment
30356874143,1,dduongdev_shopee_raw
Form áo nhỏ chứ ko phải áo dáng rộng.,0,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời, mua k biết lần thứ bao nhiêu rồi.",1,tiki_sentiment
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém.,0,tiki_sentiment
Mặc bị xù.,0,tiki_sentiment
Chất vải rất xấu mỏng và ráp.,0,tiki_sentiment
Giao hàng rắt nhanh.,1,tiki_sentiment
14379749795,1,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời.lần sau sẽ ủng hộ tiếp.,1,tiki_sentiment
Áo đẹp 😍.,1,tiki_sentiment
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh wa ok.,1,tiki_sentiment
Vừa bóc hàng ra là mình đã vô cùng bất ngờ vì áo quá đẹp mà lại rẻ như vậy.,1,tiki_sentiment
"Thời gian giao hàng rất nhanh, túi hơi mỏng.",1,tiki_sentiment
Áo mang rất đẹp và chuẩn dáng người ae nào có mua thì tranh thủ mua để hết hàng nhé..,1,tiki_sentiment
81157148925,1,dduongdev_shopee_raw
Chất đẹp 😍.,0,tiki_sentiment
Áo đẹp đầy dặn hơn áo màu trắng Rất đáng tiền.,1,tiki_sentiment
Giao hàng siêu tốc.,1,tiki_sentiment
Mình mua hai áo vô cùng thích.,1,tiki_sentiment
Chị chủ rất de thương.,1,tiki_sentiment
"Mn ngực bé không nên chọn lọai này, mặc không đẹp đâu.",1,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời,y hình ạ, ủng hộ shop.",1,tiki_sentiment
"Áo đẹp như hình luôn, ưng lắm shop ạ 😘😘😘.",1,tiki_sentiment
Đồ mặc vừa.Thun hơi ôm dễ thấy bụng.😀.,1,tiki_sentiment
"Sản phẩm rất đẹp, màu sáng giống hình.",1,tiki_sentiment
43072010542,0,dduongdev_shopee_raw
Kiểu dáng y hình.,1,tiki_sentiment
"Hàng in ổn, chất vải nhiều nilon.",1,tiki_sentiment
82028947397,0,dduongdev_shopee_raw
máy sử dụng tốt.,1,tiki_sentiment
Rất ưng luôn.,1,tiki_sentiment
Chất lượng ok Chất lượng sản phẩm tuyệt vời.,1,tiki_sentiment
"5 sao cho shop, không chê vào đâu được.",1,tiki_sentiment
88482980092,1,dduongdev_shopee_raw
Áo bị bẩn như kiểu dính mực ở 1 bên ống tay.,0,tiki_sentiment
Giá rẻ quá thì chấp nhận chất lượng tốt không thể đi kèm.,1,tiki_sentiment
Váy đẹp .,1,tiki_sentiment
Hang rat dep nha shop.,1,tiki_sentiment
Quần xinhh lắm ạ ^^.,1,tiki_sentiment
Nhưng ít ra k nên để tiêu đề và mô tả sản phẩm như vậy.,0,tiki_sentiment
"Rất đáng tiền, chủ shop cũng rất đáng yêu :3.",1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm chắc chắn.,1,tiki_sentiment
Chất lượng hợp với giá.,1,tiki_sentiment
Thun tốt.,1,tiki_sentiment
áo cũng đẹp chỉ là hơi bé chút.,1,tiki_sentiment
36157919202,0,dduongdev_shopee_raw
Đẹp lắm ạ❤️❤️.,1,tiki_sentiment
17101658223,0,dduongdev_shopee_raw
Chất vải phù hợp với giá tiền nhưng phần khoét ở phía tay rộng không ôm vào bắp tay bị xoè ra.,1,tiki_sentiment
27316141498,0,dduongdev_shopee_raw
Áo đep lắm ạ.,1,tiki_sentiment
82535957701,1,dduongdev_shopee_raw
Quần đẹp lắm nha 💋💋.,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,1,tiki_sentiment
Áo đẹp lắm shop😊 sẽ tiếp tục ủng hộ.,1,tiki_sentiment
Cảm ơn shop đã giao hàng đúng như e đã yêu cầu hàng rất đẹp giao hàng nhanh trên dự kién mk sẽ tiêp tục mua bé Bông 1m5 mk mong hàng sẽ đẹp và chất lượng như này..,1,tiki_sentiment
11390370644,1,dduongdev_shopee_raw
Quá thất vọng!,0,tiki_sentiment
Chỉ phần trên và dưới hơi to nên phải gấp vào trong cho gọn.,0,tiki_sentiment
84548094332,0,dduongdev_shopee_raw
Giao sai màu đã đặt.,0,tiki_sentiment
"shop gian ăn gian, đặt 2 túi giữ nhiệt chỉ giao 1 túi kiểu hàn quốc màu xanh dương còn 1 túi sọc đỏ kẻ ngang màu đỏ thì không có giao mak vẫn tính giá theo đơn hàng, k hài lòng.",0,tiki_sentiment
90654234448,0,dduongdev_shopee_raw
Túi đẹp chắc chắn rất ưng ý.,1,tiki_sentiment
"Mua hàng shop nhiều lần rồi, lúc nào cũng hài lòng.",1,tiki_sentiment
"Nét chữ không được rõ, sp có mùi hơi kinh.",0,tiki_sentiment
Sản phẩm đúng giá tiền.,1,tiki_sentiment
"NGON, NGỌT, KO NHỎ QUÁ ĐÂU NHA, MÌNH THẤY GIÁ NHƯ VẬY LÀ QUÁ RẺ ,5 SAO.",1,tiki_sentiment
Chất lượng sản phẩm tốt Chất lượng sản phẩm tốt Chất lượng sản phẩm tốt.,1,tiki_sentiment
Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,1,tiki_sentiment
♥️♥️♥️.,1,tiki_sentiment
74657351064,0,dduongdev_shopee_raw
Shop phục vụ rất tốt nhanh và cũng cấp thông tin đầy đủ về sản phẩm.,1,tiki_sentiment
15137050522,0,dduongdev_shopee_raw
"Giao thieu hàng,tien nhận đủ,nhắn tin đinh mua thêm kêu trừ tièn món hàng giao thiéu lại,đợi 4 ngay ko trả tin.làm ăn ko uy tính,ghét nhất thể loai này.",0,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, thanks shop, thanks shoppe.",1,tiki_sentiment
Hàng lỗi chưa mặc mà mở ra đã thấy bị rách vải thì k giống như hình.,0,tiki_sentiment
87995733822,0,dduongdev_shopee_raw
Quần bị rộng QUÁ.,0,tiki_sentiment
77311663277,0,dduongdev_shopee_raw
quần đẹp nhưng đường may k chắc chắn lắm. lấy 2 sz giống nhau mà màu đen nhỏ hơn màu xanh.,0,tiki_sentiment
giày đẹp hơn sự mong đợi.,1,tiki_sentiment
"Khuyên mọi người nên chọn Shop uy tín, chế độ bảo hành rõ ràng sẽ đỡ ức chế hơn.",0,tiki_sentiment
Chất lượng sản phẩm tuyệt vời♥.,1,tiki_sentiment
Đan cổ áo xấu dư len.,1,tiki_sentiment
Đóng gói như hình sẽ ủng hộ shops nhiều hơn.,1,tiki_sentiment
Vải đẹp vải rata đẹp giá ok cực xinh cực xinh mọi người ủng hộ shop đi.,1,tiki_sentiment
Chất liệu ok so với giá.,1,tiki_sentiment
79392916238,1,dduongdev_shopee_raw
Ốp bị trầy,0,tiki_sentiment
"Shop phục vụ rất tốt Shop phục vụ rất tốt, giao hàng nhanh, sp chất lượng.",1,tiki_sentiment
"Shop phục vụ rất tốt, ship nhanh, chất áo phù hợp với giá thành khi mình mua là 120k/áo.",1,tiki_sentiment
Không hiểu shop cho check hàng trc khi gửi k.,0,tiki_sentiment
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt/.,1,tiki_sentiment
Rất ổn !,1,tiki_sentiment
74606772276,0,dduongdev_shopee_raw
84532770480,1,dduongdev_shopee_raw
Giày xinh...các con đi đẹp ạ!,1,tiki_sentiment
😘😘đã giới thiệu shop cho mấy nguoi ban nữa đo😊😊.,1,tiki_sentiment
81164147824,1,dduongdev_shopee_raw
"Chất lượng sp tốt, đóng gói kỹ càng Đóng gói sản phẩm rất đẹp và chắc chắn.",1,tiki_sentiment
Vải hơi thô và mặc cảm giác ngứa.,0,tiki_sentiment
Đóng gói sp tốt.,1,tiki_sentiment
60519320258,1,dduongdev_shopee_raw
Áo đc shop ghi là mặc được dưới 53kg nhưng lại nhỏ giống size XS.,0,tiki_sentiment
Đồ xinh lắm với cả giao hàng nhanh nữa 😘.,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Giay dep cac ban nen mua di.,1,tiki_sentiment
Sản phẩm chất lượng tốt rất ưng ý.,1,tiki_sentiment
Màu nhạt hơn ảnh chút.,1,tiki_sentiment
Quần không giống mẫu.,0,tiki_sentiment
Còn nhiều keo và đường viết bạc.,0,tiki_sentiment
Trc mắt là ổn.,1,tiki_sentiment
12885357548,0,dduongdev_shopee_raw
Giá cao hơn các shop khác.,0,tiki_sentiment
Màu áo không hề giống hình shop đăng.,0,tiki_sentiment
Nhưng mà tay áo không đồng đều cho lắm ạ.,0,tiki_sentiment
Vải trước đẹp hơn .,1,tiki_sentiment
Tốt áo đẹp.,1,tiki_sentiment
Mặc khá đẹp.,1,tiki_sentiment
86963054850,0,dduongdev_shopee_raw
Chat lieu tuong doi phu hop voi gia.,1,tiki_sentiment
hình ảnh k đk sắc nét lắm.,0,tiki_sentiment
"Cảm ơn shop, sẽ tin tưởng và ủng hộ tiếp.",1,tiki_sentiment
- Shop giao hàng rất nhanh.,1,tiki_sentiment
Áo đẹp chất lượng vải mịn mát .,1,tiki_sentiment
Đẹp ...Đeo ban đẹp troai.,1,tiki_sentiment
68663880006,0,dduongdev_shopee_raw
Sáng sớm đặt chiều nhận đc ngay.,1,tiki_sentiment
Mua lần nào cũng ưng 😍 Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vờii Thời gian giao hàng rất nhanh.,1,tiki_sentiment
Mang bị hở gót Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,1,tiki_sentiment
Giao hàng rất nhanh và đóng gói rất cẩn thận.,1,tiki_sentiment
"Gửi hàng cho mình thiếu 1 áo len, 1 bộ ngủ mình châm trc k yêu cầu gửi thêm hàng, YC shop bắn trả số tiền hàng thiếu của mình.",0,tiki_sentiment
Phím chỉnh đồng hồ giây.,0,tiki_sentiment
Rất đẹp ❤️❤️.,1,tiki_sentiment
rất tệ... ko như quảng cáo.,0,tiki_sentiment
79377865524,0,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.bị sổ chỉ tí . yêu cầu shop kt kỹ trước khi giao khách.cho shop 5 *.,1,tiki_sentiment
16356205815,0,dduongdev_shopee_raw
"Quần đẹp, y hình.",1,tiki_sentiment
Chưa đầy 24h nhưng đã có áo💋💋💋💋💋.,1,tiki_sentiment
Rất hài lòng so với mức giá.,1,tiki_sentiment
"Quần k k đẹp lắm, chấp nhận dc Chất lượng sản phẩm tạm được.",1,tiki_sentiment
90517126183,1,dduongdev_shopee_raw
"Chất lượng sản phẩm tuyệt vời, anh chủ tiệm hướng dẫn tận tình, Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, đug như đã ns giao trước 1 ngày.",1,tiki_sentiment
Vô cùng tuyệt vơi K còn gì để chê quá tuyệt vời cảm ơn shop Thờin giao hàng rất nhanh Rất đáng tiền Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.,1,tiki_sentiment
79215396453,0,dduongdev_shopee_raw
Thất vọng!!,0,tiki_sentiment
32994613791,0,dduongdev_shopee_raw
Nhưng có anh giao hàng gọi em hôm trước mà hôm sao mới giao hàng cho em.,0,tiki_sentiment
Giày xinhhh hộp đẹp chất okkk chủ shop rep nhanhhh sẽ ủng hộ lần 2222222.,1,tiki_sentiment
Rất ưng...,1,tiki_sentiment
Hàng date mới.,1,tiki_sentiment
36168892104,0,dduongdev_shopee_raw
85051738444,0,dduongdev_shopee_raw
"Rất ưng ý , sẽ ủng hộ shop tiếp.",1,tiki_sentiment
46854349286,0,dduongdev_shopee_raw
14705110256,1,dduongdev_shopee_raw
Có ghi chú shop 5 đen 5 xám rùi n vẫn gửi 10 đen😭😭😭.,0,tiki_sentiment
Thời gian giao hàng chậm Chất lượng sản phẩm tốt.,1,tiki_sentiment
khá hài lòng về sản phẩm. giao hàng rất nhanh. đóng gói cẩn thận.,1,tiki_sentiment
Rất không đáng tiền Chất lượng sản phẩm rất kém.,0,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng hơi chậm.,1,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời,rất ưng ý.",1,tiki_sentiment
i Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,1,tiki_sentiment
12399186148,0,dduongdev_shopee_raw
58116914063,0,dduongdev_shopee_raw
Sẽ ủng hộ shop nhiều hơn.,1,tiki_sentiment
Chất lượng sản phẩm tạm được Shop phục vụ rất tốt đg chỉ hơi ẩu nhưng tóm lại hợp với giá tiền bn nào đg xem hàng trg thời kỳ 63k thì mua luôn đi nhé ko phải trần chừ Rất đáng tiền Vải mỏng.,1,tiki_sentiment
81993219538,1,dduongdev_shopee_raw
Hài lòng !,1,tiki_sentiment
Váy siêu xinh luôn.,1,tiki_sentiment
Áo đẹp lắm lắm luôn ạ dày đẹp.,1,tiki_sentiment
"Sản phẩm này hình như có liên kết với bên sữa Mornaga thì phải, mình thấy có logo sữa song song với Calbee.",0,tiki_sentiment
72863189090,1,dduongdev_shopee_raw
Vải hơi xấu.,0,tiki_sentiment
"Chất liệu vải xấu, không như hình.",0,tiki_sentiment
Balo rất đẹp.,1,tiki_sentiment
Áo khá đẹp mặc dù giá rẻ tuy nhiên shop giao nhầm mau.,0,tiki_sentiment
"Duong may hoi au, cac diem doi xung khong bang nhau bi lech ph hop gia tien.",0,tiki_sentiment
Đẹp mê hồn.,1,tiki_sentiment
Hang qua dêu khong giong nhu hình đặt.,0,tiki_sentiment
Lần sau có nhu cầu nhất định mình sẽ mua.,1,tiki_sentiment
Có đủ bộ chén cho cả nhà ăn luôn rồi hehe.,1,tiki_sentiment
"Nhưng ko nên gập lưng túi làm nó bị gãy rất mất dáng, cũng ko cho hộp giấy hãy bọc nylon.",0,tiki_sentiment
60900479281,0,dduongdev_shopee_raw
"Form khá ổn, lót giày và phần upper khá mỏng nhưng phù hợp với mức giá.",1,tiki_sentiment
Hang dep lam shop.,1,tiki_sentiment
"Shop giao hàng nhanh lắm luôn, em check cũng ổn lắm :3 5 sao ạ :333 mãi iuuu shop <3.",1,tiki_sentiment
Giao hàng nhanh trong vòng 1ngày Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,1,tiki_sentiment
Cám ơn shop nhiều nèii ❤.,1,tiki_sentiment
"quần đẹp, giao nhanh cực hihi.",1,tiki_sentiment
Áo đẹp nhưng hơi nhăn xíu..chắc giặt sẽ hết..hình thêu đẹp!,1,tiki_sentiment
Màu nâu y ảnh.,1,tiki_sentiment
"Hàng đẹp, ship nhanh ạ, cảm ơn shop <3.",1,tiki_sentiment
31233799576,0,dduongdev_shopee_raw
Mặc trời mùa đông chết rét.,0,tiki_sentiment
Đáng đồng tiền Đáng đồng tiền.,1,tiki_sentiment
Hàng rất ưng ý ạk 😽 màu rất bắt ảnh.,1,tiki_sentiment
Sau bao nhiêu lần mua áo trên shopee lần này mình rất hài lòng.,1,tiki_sentiment
Sẽ tiếp tục ủng hộ.,1,tiki_sentiment
Còn được tặng đồ buột tóc nữa...rất là ưng.,1,tiki_sentiment
80031673545,0,dduongdev_shopee_raw
Ko giong hinh.,0,tiki_sentiment
Chất lượng cao khỏi bàn.,1,tiki_sentiment
Nói chung là đẹp.,1,tiki_sentiment
79728580987,0,dduongdev_shopee_raw
"Vải mềm, mặc dễ chịu.",1,tiki_sentiment
85751264933,0,dduongdev_shopee_raw
87577118054,0,dduongdev_shopee_raw
14791826195,0,dduongdev_shopee_raw
"Màu áo đẹp hơn trong ảnh, tuy nhiên áo không giống hình lắm và áo chật dù mình chỉ 50kg @@.",1,tiki_sentiment
79333390415,0,dduongdev_shopee_raw
Nói chung rất ok.,1,tiki_sentiment
Rất ngon nhưng mà theo em thì nên xé nhỏ khô lại.,1,tiki_sentiment
39559089666,0,dduongdev_shopee_raw
"Shop tư vấn nhiệt tình, mua nhiều sách của shop lắm rùi í ưng í cực lun ạ!",1,tiki_sentiment
29952828614,0,dduongdev_shopee_raw
Còn đc tặng thêm ảnh nữa.,1,tiki_sentiment
Chất vải đẹp túi rất xinh 😍.,1,tiki_sentiment
36045462525,0,dduongdev_shopee_raw
Ánh sáng tốt.,0,tiki_sentiment
Chất đẹp mặc lên dáng ^^.,1,tiki_sentiment
Mầu ko đc sáng trắng vẫn pha vàng hối hận khi mua sản phẩm này.,0,tiki_sentiment
Ao dep lam nhu hinh.,1,tiki_sentiment
Chất lượng sản phẩm tốt Giá cả chấp nhận được Thời gian giao hàng nhanh.,1,tiki_sentiment
Sản phẩm tốt.,1,tiki_sentiment
Bạn chủ shop rất nhiệt tình và uy tín.,1,tiki_sentiment
30272767229,1,dduongdev_shopee_raw
"Tất chất liệu thoáng chân nhé, đi dễ chịu nha.",1,tiki_sentiment
86509453777,0,dduongdev_shopee_raw
25481050980,0,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền.,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,1,tiki_sentiment
35875244528,0,dduongdev_shopee_raw
27741121411,0,dduongdev_shopee_raw
78244019468,0,dduongdev_shopee_raw
"Váy đẹp, giao hàng nhanh ạ.",1,tiki_sentiment
Hơi nhỏ nha ad.,0,tiki_sentiment
67976497393,0,dduongdev_shopee_raw
Chắc do shop nhầm lẫn huhihi.,1,tiki_sentiment
"Áo đẹp , sp tốt.",1,tiki_sentiment
79237386061,1,dduongdev_shopee_raw
"Ô có hơi ""mỏng manh"" một chút.",1,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh, rất ưng ý.",1,tiki_sentiment
"Quần zin trơn tui đặt màu xám mà đưa màu gì đâu k à, xấu hoắc, k giống với hình ảnh.",0,tiki_sentiment
Sản phẩm tốt .,1,tiki_sentiment
87748304947,0,dduongdev_shopee_raw
"Mk dat mau hong ma shop,thui mau vag cug tam vay.",0,tiki_sentiment
14573899937,0,dduongdev_shopee_raw
Sọc áo màu xám k phải màu xanh nên trông cũ.,0,tiki_sentiment
Khá okie. :))).,1,tiki_sentiment
Pin hơi kém.,0,tiki_sentiment
14219136089,1,dduongdev_shopee_raw
11003979439,1,dduongdev_shopee_raw
Ok lắm nhé.,1,tiki_sentiment
"1 trong ít shop bán đồ freesize mà k bị rộng hay dài quá so với mình, vải đẹp, nói chung là ưng.",1,tiki_sentiment
Váy đẹp y hình.,1,tiki_sentiment
Hài lòng với trải nghiệm 2 lần mua hàng tại shop.,1,tiki_sentiment
áo may như vậy ai dám mặc .. làm ăn uy tín chúc .. shop măck đc kg tui tặng cho .. uổng tiền mua.,0,tiki_sentiment
32000510835,0,dduongdev_shopee_raw
Lỡ mua rồi mà chắc k dám dùng cho bé.,0,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,1,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt,rất vừa và dễ thương cho shop 10 sao luôn nè.",1,tiki_sentiment
"Chất lượng sản phẩm y hình, mặc rất thích.",1,tiki_sentiment
28928225311,0,dduongdev_shopee_raw
30360464465,0,dduongdev_shopee_raw
"Chất lượng OK, dùng khá tiện.",1,tiki_sentiment
Shop bán nhiều sản phẩm hơn nữa nhé để có nhiều sự lựa chọn.,1,tiki_sentiment
Giá lại hạt dẻ.,1,tiki_sentiment
16830711085,1,dduongdev_shopee_raw
16970495877,0,dduongdev_shopee_raw
"Bộ quần áo rất đẹp, mình mua cho bố, bố rất thích.",1,tiki_sentiment
