,id,name,description,original_price,price,fulfillment_type,brand,review_count,rating_average,favourite_count,pay_later,current_seller,date_created,number_of_images,vnd_cashback,has_video,category,quantity_sold
50,247649119,"Dép tông đi biển cho nữ với nhiều màu sắc thời trang, Dép tông Thái cho nữ với nhiều màu sắc thời trang - ssshop phụ kiện","Dép tông đi biển cho nữ với nhiều màu sắc thời trangThông tin sản phẩm:- Chất liệu: PVC, cao su dẻo dai. - Phù hợp: các chị em phụ nữ.- Kích thước: đế dày 1.6cm, nặng 89gram.- Gồm các size S (cỡ ...",38999,37000,dropship,OEM,0,0.0,0,False,Shop Tậnnn Tâm,180,12,0,True,Dép quai ngang,0
51,178957891,"Dép quai ngang nữ bánh mỳ, DÉP NỮ GẤU CẠNH CỰC HOT","Dép quai ngang nữ bánh mỳ, DÉP NỮ GẤU CẠNH CỰC HOT- Dép hot trend 2022- Kiểu dáng thời trang, trẻ trung hiện đại, mẫu siêu êm, cực đẹp. Kiểu dáng đơn giản giúp bạn dễ dàng mang vào chân và tháo ra, th...",39000,39000,dropship,OEM,0,0.0,0,False,solomonshoes,490,4,0,False,Dép quai ngang,2
52,142002374,Dép nữ thời trang chống nước DXG02,"Dép nữ cao cấp chống nước bền đẹp, đi nước thoải mái là vật dụng không thể thiếu đối với các chị em.Chất liệu: cao su mềm siêu nhẹ đi êm chân,Họa tiết in hình nổi bật, trẻ trungKiểu dáng thời trang...",35000,35000,dropship,zahan,1,5.0,0,False,Zahan,660,5,0,False,Dép quai ngang,4
53,186310624,Dép nhựa trong cho nữ quai ngang lưới,       Chào Anh/Chị   ️Mẫu ảnh bên shop chụp ảnh thật nên các Anh/Chị yên tâm 100% như hình nhé.   ️Hãy INBOX ( Nhắn tin) cho shop để lấy size CHUẨN nha .   Shop cam kết hàng chuẩn xịn giá hợp ...,36000,36000,dropship,OEM,0,0.0,0,False,ShopDUMPS,453,5,0,False,Root,1
54,116623755,Dép có gai massge chân,"       Dép có gai massage chân   Hàng Quảng châu chất lượng   Chất liệu nhựa dẻo mềm êm chân   Đế có độ bám tốt chống trơn trượt   Thích hợp đi trong nhà tắm, đi trong nhà …   Size từ 36-40 ...",35000,35000,dropship,OEM,13,4.3,0,False,Giày Dép Thùy Phan,768,9,0,False,Root,27
55,179912036,"Dép Quai Ngang Nữ Kẻ Caro Đế Bánh Mì Êm Chân Kiểu Hàn Quốc ,Dép Nữ Quai Ngang Thời Trang D04","       Dép Quai Ngang Nữ Kẻ Caro Đế Bánh Mì Êm Chân Kiểu Hàn Quốc ,Dép Nữ Quai Ngang Thời Trang D04   _DÉP QUAI NGANG NỮ THỜI TRANG 2022   +Thông số sản phẩm dép nữ quai ngang đế bánh mì   _Màu...",35000,35000,dropship,OEM,2,5.0,0,False,Suno store,487,9,0,False,Root,3
56,124146776,Loại 1- Dép quai chéo giả cói cao su siêu mềm mại chuẩn loại 1,"       Dép quai chéo giả cói cao su siêu mềm mại chuẩn loại 1.   KHÁCH HÀNG VUI LÒNG NOTE SIZE CHO E NHÉ.   SIZE 36,37,38,39 Ạ   Hàng chuẩn , đi cực êm , mềm , dẻo   - Không lo đi nước, đi biể...",39000,39000,dropship,OEM,1,2.0,0,False,Shopsieu0811,724,4,0,False,Root,10
57,200521052,Dép lê nữ quai ngang mới nhất đế bằng V313,Dép lê nữ quai ngang mới nhất đế bằng V313Size 35 phù hợp chiều dài Giày dép là 22.5 cmSize 36 phù hợp chiều dài Giày dép là 23.0 cmSize 37 phù hợp chiều dài Giày dép là 23.5 cmSize 38 ph...,42000,42000,dropship,OEM,0,0.0,0,False,Phatdat,337,9,0,False,Dép quai ngang,1
58,200992484,dép văn phòng,"       Dép chiếu trong nhà sản phẩm làm từ nguyên liệu tự nhiên   Quai làm bằng vải gấm ,nhung mang êm chân và tạo sự sang trọng nâng vẽ đẹp của đôi chân người mang   - Sản phẩm mang trong nhà ,...",38500,38500,dropship,OEM,0,0.0,0,False,Dép Chiếu,332,2,0,False,Root,0
59,134253975,"Dép quai ngang nữ chữ H, dép bệt da PU nhiều màu","       Dép quai ngang nữ chữ H, dép bệt da PU, thiết kế nhỏ gọn, ôm sát bàn chân, màu sắc trẻ trung tươi sáng, tôn da, dễ dàng phối hợp với nhiều trang phục, thích hợp đi học, đi chơi,   Đủ size:...",45000,45000,dropship,OEM,0,0.0,0,False,Giày Dép Chikem89,686,10,0,False,Dép quai ngang,1
60,170986708,"Dép tổ ong thái xịn màu vàng êm chân đế dày 2,5cm đủ size L, 2L, 3L, 4L","       Đôi dép tổ ong huyền thoại. Sản phẩm shop chụp, cam kết ảnh thật. Hàng loại 1 dày đẹp và đi êm chân, không cứng, không gây đau chân   Làm từ chất liệu nhựa cao su bền, dẻo, đi êm chân thoá...",42000,42000,dropship,OEM,0,0.0,0,False,shop Văn Lang,540,5,0,False,Root,0
61,198784791,Dép Bánh Mì Chất Eva Quai Gân,"       Là mẫu giày đang được các bạn nữ rất ưa chuộng hiện nay bởi những đặc tính nổi trội:   Kiểu dáng thời trang, năng động,trẻ trung dễ phối đồ   Chất liệu đẹp, êm và dễ làm sạch; đế cao su t...",45000,45000,dropship,OEM,0,0.0,0,False,Thời Trang Xuân Hằng,348,9,1214,False,Root,0
62,125779663,Dép nhựa nữ 1821_1,"       Dép nhựa mềm nhiều mẫu nữ hot bằng chất liệu nhựa mềm êm chân khi mang,5 màu và 5 size nhé,các b chọn mẫu màu nh,4 màu đen ,hồng phấn,hồng cam và vàng   ...",48000,48000,dropship,OEM,2,4.0,0,False,khangtranduyshop,715,2,0,False,Root,4
63,193413604,"Dép sadanl nữ quai ngang thời trang, dép lê nữ ulzzang đi học đi chơi phong cách mới","THÔNG TIN SẢN PHẨM DÉP SANDAL️ Size kép: 36/37,38/39,40/41️Chất liệu: Quai dép chất cao su dẻo bản to êm mềm chân️ Màu sắc : Đen, kem, xanh️ Phù hợp đi mưa, đi biển, đi học, đi chơi...",99000,99000,dropship,OEM,0,0.0,0,False,HapuShoes,404,7,0,False,Dép quai ngang,1
64,244120169,Dép quai ngang nữ Hoa cúc đế đúc siêu bền DL134,"       DÉP QUAI NGANG HOA CÚC - DÉP QUAI NGANG ĐẾ ĐÚC   Chất liệu quai nhựa mềm và đế đúc PU siêu bền chống trơn   Size: 36-37-38-39   Màu: Đen, Trắng   HƯỚNG DẪN CHỌN SIZE:   - Size 36 tương...",45000,45000,dropship,OEM,0,0.0,0,False,IDÉP Giày Dép Nam Nữ,186,2,0,False,Root,0
